,brand_name,ticker_name
827,Codere Online Luxembourg SA Aコデレ オンライン ルクセンブルグ A,CDRO
828,Conduit Pharmaceuticalsコンジット ファーマシューティカルズ,CDT
829,Cidara Therapeutics Incシダラ セラピューティクス,CDTX
830,CDWCDW,CDW
831,Chromadex Corpクロマデックス,CDXC
832,Codexisコデクシス,CDXS
833,Cadiz Incカディス,CDZI
834,Celanese Corpセラニーズ,CE
835,CEA Industries IncCEA インダストリーズ,CEAD
836,CECO Environmental Corpシーイーシーオー エンバイロメンタル,CECO
837,Constellation Energy Corpコンステレーション エナジー,CEG
838,Constellation Energy Corpコンステレーション エナジー,CEGVV
839,Camber Energy Incキャンバー エナジー,CEI
840,CONSOL Energyコンソール エナジー,CEIX
841,Celcuity Incセルクイティー,CELC
842,Celsius Holdings Incセルシウス ホールディングス,CELH
843,Celularity Inc セルラリティ,CELU
844,Creative Medical Technology Holdings Iクリエイティブ メディカル テクノロジー,CELZ
845,Cenntro Electric Group Ltdセントロ エレクトリック,CENN
846,Central Garden & Pet Coセントラル ガーデン アンド ペット,CENT
847,Central Garden & Pet Company Aセントラル ガーデン アンド ペット A,CENTA
848,Century Aluminum Companyセンチュリー アルミニウム カンパニー,CENX
849,Cerevel Therapeutics Holdings  Incセレベル　セラピューティクス,CERE
850,Cerus Corpシーラス,CERS
851,Certara Incサターラ,CERT
852,Cemtrex  Incセムトレックス,CETX
853,CEVACEVA,CEVA
854,CF Industries HoldingsCF インダストリーズ ホールディングス,CF
855,CrossFirst Bankshares Incクロスファースト バンクシェアーズ,CFB
856,CF Bankshares Inc ACF バンクシェア A,CFBK
857,CF Acquisition Corp VIIICF アクイジション コーポレーション8,CFFE
858,C&F Financial Corpシー アンド エフ フィナンシャル,CFFI
859,Capitol Federal Financial Incキャピトル フェデラル フィナンシャル,CFFN
860,CF Acquisition Corp7 ACF アクイジション コーポ7 A,CFFS
861,Citizens Financial Groupシティズンズ ファイナンシャル グループ,CFG
862,CF Acquisition Corp4 ACF アクイジション4 A,CFIV
863,Confluent Incコンフルーエント,CFLT
864,Cullen Frost Bankers Incカレン フロスト バンカーズ,CFR
865,ContraFect Corporationコントラフェックト,CFRX
866,CFSB Bancorp IncCFSB バンコーポ,CFSB
867,Centerra Gold Incセンテラ ゴールド,CGAU
868,Canopy Growth Corpキャノピー グロース,CGC
869,Cullinan Oncology Incカリナン オンコロジー,CGEM
870,Compugen Ltdコンピュジェン,CGEN
871,Cognyte Software Ltd コグナイト ソフトウェア,CGNT
872,Cognexコグネックス,CGNX
873,Cognition Therapeutics Incコグニション セラピューティクス,CGTX
874,Catcha Investment Corpキャッチャ インベストメント,CHAA
875,City Holding Coシティー ホールディング,CHCO
876,Church & Dwightチャーチ アンド ドワイト,CHD
877,Churchill Downs Incorporatedチャーチル ダウンズ,CHDN
878,Chemedケメド,CHE
879,The Chefs' Warehouse Incシェフズ ワーハウス ホールディングス,CHEF
880,Check-Cap Ltdチェック キャップ,CHEK
881,Chegg Incチェグ,CHGG
882,Choice Hotels International Incチョイスホテルズインターナショナル,CHH
883,Chesapeake Energy Corpチェサピーク・エナジー,CHK
884,Check Point Software Technologiesチェック ポイント ソフトウェア テクノロジーズ,CHKP
885,Chemung Financial Corpシェマング ファイナンシャル,CHMG
886,ChargePoint Holdings  Incチャージポイント　ホールディングス,CHPT
887,Chord Energy Corpコード エナジー,CHRD
888,Coherus Biosciencesコヘラス バイオサイエンス,CHRS
889,CH Robinson WorldwideCH ロビンソン ワールドワイド,CHRW
890,Chico's FASチコズ FAS,CHS
891,Charter Communications Aチャーター コミュニケーションズ A,CHTR
892,Chuy's Holdings Incチェイズ ホールディングス,CHUY
893,Chewy Inc Aチューイ A,CHWY
894,Championx CorporationチャンピオンX,CHX
895,The Cigna Groupシグナ グループ,CI
896,Citizens Incシチズンズ,CIA
897,Cienaシエナ,CIEN
898,Cipher Mining Incサイファー マイニング インク,CIFR
899,Colliers International Group Inc.コリアーズ インターナショナル,CIGI
900,Cincinnati Financialシンシナティ ファイナンシャル,CINF
901,Cingulate Incシングレイト,CING
902,CI&T Inc/United StatesCI＆T,CINT
903,CISO Global IncＣＩＳＯ グローバル インク,CISO
904,C3IS INCC3IS,CISS
905,Civista Bancshares Incシビスタ バンクシェアーズ,CIVB
906,Civitas Resources Incシビタス リソーシズ,CIVI
907,CompX International Incコンペックス・インターナショナル,CIX
908,Citizens Holding Companyシチズンズ ホールディング,CIZN
909,Chijet Motor Company Incチジェット モーター カンパニー インク,CJET
910,Checkpoint Therapeuticsチェックポイント セラピューティクス,CKPT
911,CKX Lands IncCKX ランズ,CKX
912,Colgate-Palmoliveコルゲート パルモリーブ,CL
913,CleanTech Acquisition Corpクリーンテック アクイジション,CLAQ
914,Clarus Corporationクラルス コーポレーション,CLAR
915,Chavant Capital Acq Corpチャバン　キャピタル　アクイジション,CLAY
916,Core Laboratories NVコア・ラボラトリーズ,CLB
917,Columbia Financial Incコロンビア ファイナンシャル,CLBK
918,Cellebrite DI LtdセレブライトDI,CLBT
919,Calidi Biotherapeutics Incカリディ バイオセラピューティクス,CLDI
920,Celldex Therapeutics Incセルデックス セラピューティクス,CLDX
921,China Liberal Educationチャイナリベラル,CLEU
922,Cleveland-Cliffsクリーヴランド・クリフス,CLF
923,Clearfield Incクリアフィールド,CLFD
924,Collplant Biotechnologies Ltdコルプラント,CLGN
925,Clean Harbors Incクリーン ハーバーズ,CLH
926,ClearSign Technologies Corporationクリアサイン テクノロジーズ,CLIR
927,Climb Global Solutions Incクライム グローバル ソリューションズ,CLMB
928,Clean Energy Fuelsクリーン エナジー フューエルズ,CLNE
929,Clene Incクレネ,CLNN
930,Clover Leaf Capital Corp Aクローバー リーフ キャピタ A,CLOE
931,Clover Health Investments  Corpクローバー　ヘルス　インベストメンツ,CLOV
932,CLPS IncCLPS,CLPS
933,ClearPoint Neuro  Incクリアポイント　ニューロ,CLPT
934,Cellectar Biosciences Incセレクタ バイオサイエンシズ,CLRB
935,ClearOne Communications Incクリアワンコミュニケーション,CLRO
936,Celestica Incセレスティカ,CLS
937,Clearside Biomedical Incクリアサイド バイオメディカル,CLSD
938,CleanSpark Incクリーンスパーク,CLSK
939,Catalyst Bancorp Incカタリスト バンコーポ,CLST
940,Clever Leaves Holdings Inc クレバー リーブス ホールディングス,CLVR
941,Clarivate PLCクラリベート,CLVT
942,Clearwater Paper Corpクリアウォーター ペーパー,CLW
943,Euro Tech Holdings Company Limitedユーロ テック ホールディングス,CLWT
944,Cloroxクロロックス,CLX
945,Canadian Imperial Bank of Commerceカナディアン インペリアル バンク オブ コマース,CM
946,Comericaコメリカ,CMA
947,CareMax Incケアマックス,CMAX
948,Cambium Networks Corpカンビアム ネットワークス,CMBM
949,Commercial Metals Companyコマーシャル メタルズ,CMC
950,Capitalworks Emerging Markets Acquisit Aキャピタルワークス エマージング マーケ A,CMCA
951,Caledonia Mining Corp Plcカレドニア　マイニング,CMCL
952,Columbus Mckinnon Corp NYコロンブス マッキノン,CMCO
953,Comcast Aコムキャスト A,CMCSA
954,CME Group ACME グループ A,CME
955,Chipotle Mexican Grillチポトレ メキシカン グリル,CMG
956,Cumminsカミンズ,CMI
957,Cumulus Media Inc Aキュムラス メディア A,CMLS
958,Compass Minerals Internationalコンパスミネラルズ インターナショナル,CMP
959,CompoSecure Incコンポ セキュア インク,CMPO
960,Cimpress plc シンプレス,CMPR
961,Compass Therapeutics Incコンパス セラピューティクス,CMPX
962,Comera Life Sciences Holdings Aコメラ　ライフ　サイエンス　A,CMRA
963,Costamare Incコスタマーレ,CMRE
964,Chimerix Incチメリックス,CMRX
965,CMS EnergyCMS エナジー,CMS
966,Core Molding Technologies Incコア・モールディング・テクノロジーズ,CMT
967,Comtech Telecommunications Corpコムテック テレコミュニケーションズ,CMTL
968,CNA FinancialCNA ファイナンシャル,CNA
969,Centeneセンティーン,CNC
970,Concord Acquisition Corp2 Aコンカード アクイジション2 A,CNDA
971,Concord Acquisition Corp3 Aコンカード アクイジション3 A,CNDB
972,Conduentコンデュエント,CNDT
973,ZW Data Action Technologies IncZW データ アクション テクノロジーズ,CNET
974,CN Energy Group Inc ACN エナジー グループ A,CNEY
975,Conifer Holdings Incコンフィア ホールディングス,CNFR
976,Canna-Global Acquisition Corp Aカナ グローバル アクイジション A,CNGL
977,CNH Industrial NVＣＮＨインダストリアル,CNHI
978,Canadian National Railwayカナディアン ナショナル レイルウェイ,CNI
979,Cinemark Holdingsシネマーク ホールディングス,CNK
980,Core & Main Inc Aコアメイン A,CNM
981,Conmed Corpコンメド,CNMD
982,Cannae Holdings Incカンナエ ホールディングス,CNNE
983,CNO Financial Group Incシーエヌオー フィナンシャル グループ,CNO
984,ConnectOne Bancorp Incコネクトワン バンコープ,CNOB
985,CenterPoint Energyセンターポイント エナジー,CNP
986,Canadian Natural Resourcesカナディアン ナチュラルリソーシズ,CNQ
987,Cohen & Steers Incコーヘン アンド スティアーズ,CNS
988,Consolidated Communications Holdings Incコンソリデーテッド コミュニケーションズ ホールディングス,CNSL
989,CNS Pharmaceuticals IncCNS ファーマシューティカルズ,CNSP
990,Centogene NVセントジーン,CNTG
991,Context Therapeutics Incコンテキスト セラピューティクス,CNTX
992,Century Casinos Incセンチュリー カジノス,CNTY
993,Cineverse Corp Aシネバース Ａ,CNVS
994,CNX ResourcesCNX リソーシーズ,CNX
995,Concentrix Corporation コンセントリックス コーポレーション,CNXC
996,PC Connection Incピーシー コネクション,CNXN
997,Envoy Medical Inc Aエンボイ メディカル A,COCH
998,Vita Coco Co Inc/Theヴィタココ,COCO
999,Cocrystal Pharma Incコクリスタル・ファーマ,COCP
1000,Coda Octopus Group Incコーダ・オクトパス・グループ,CODA
1001,Co-Diagnostics Incコ ダイアグノスティックス,CODX
1002,Coeptis Therapeutics Holdingsコプティス セラピューティクス,COEP
1003,Capital One Financialキャピタル ワン ファイナンシャル,COF
1004,ChoiceOne Financial Services Incチョイスワン フィナンシャル サービシズ,COFS
1005,Cogent Biosciences Incコジェント バイオサイエンシズ,COGT
1006,Coherent Corpコヒレント,COHR
1007,Cohu Incコヒュー,COHU
1008,Coinbase Global Inc Aコインベース　グローバル A,COIN
1009,Coca Cola Consolidated Incコカ コーラ コンソリデーティッド,COKE
1010,Columbia Banking System Incコロンビア バンキング システム,COLB
1011,Collegium Pharmaceutical Incコレギウム ファーマシューティカル,COLL
1012,Columbia Sportswearコロンビア スポーツウエア,COLM
1013,Commscope Holding Company Incコムスコープ ホールディング,COMM
1014,Compass Inc Aコンパス A,COMP
1015,ComSovereign Holding Corp コムソブリン ホールディング,COMS
1016,Conn's Incコンズ,CONN
1017,CONX Corp Aコンクス A,CONX
1018,Cooperクーパー,COO
1019,Traeger Incトレーガー,COOK
1020,Corner Growth Acquisition Corp Aコーナー グロース アクイジション A,COOL
1021,Mr Cooper Group Incミスター クーパー グループ,COOP
1022,ConocoPhillipsコノコフィリップス,COP
1023,Cencora Incセンコラ,COR
1024,Corcept Therapeutics Incコーセプト セラピューティクス,CORT
1025,Cosmos Holdings Incコスモス ホールディング,COSM
1026,Costco Wholesaleコストコ ホールセール,COST
1027,Coty Aコティ A,COTY
1028,Coursera  Incコーセラ　インク,COUR
1029,Canadian Pacific Kansas Cityカナディアン パシフィック カンザスシティ,CP
1030,Copa Holdings Aコパ ホールディングス A,CPA
1031,Campbell Soupキャンベル スープ,CPB
1032,Callon Petroleumキャロン ペトローリアム,CPE
1033,Central Pacific Financial Coセントラル パシフィック フィナンシャル,CPF
1034,Crescent Point Energy Corpクレセント ポイント エナジー,CPG
1035,Canterbury Park Holding Corporationカンタベリー・パーク・ホールディング,CPHC
1036,Cumberland Pharmaceuticals Incカンバーランド ファーマシューティカルズ,CPIX
1037,Chesapeake Utilities Corpチェサピーク ユーティリティーズ,CPK
1038,Coupang Inc Aクーパン A,CPNG
1039,Pop Culture Group Co Ltd Aポップ A,CPOP
1040,Capri Holdingsカプリ ホールディングス,CPRI
1041,Copartコパート,CPRT
1042,Catalyst Pharmaceutical Incカタリスト ファーマシューティカルズ,CPRX
1043,Cooper Standard Holdings Incクーパー スタンダード ホールディングス,CPS
1044,CPS Technologies CorpCPS テクノロジーズ,CPSH
1045,Computer Programs & Systems Incコンピュータ プログラムズ アンド システムズ,CPSI
1046,Consumer Portfolio Services Incｺﾝｼｭｰﾏｰ･ﾎﾟｰﾄﾌｫﾘｵ･ｻｰﾋﾞｼｰｽﾞ,CPSS
1047,Crown PropTech Acquisitionsクラウン プロップテック アクイジションズ,CPTK
1048,Cepton Incセプトン インク,CPTN
1049,Crane Holdingsクレイン,CR
1050,CRA International Incシーアールエー インターナショナル,CRAI
1051,Corebridge Financial Incコアブリッジ ファイナンシャル,CRBG
1052,Corbus Pharmaceuticals Holdings Incコーバス ファーマシューティカルズ ホールディングス,CRBP
1053,Caribou Biosciences Incカリブー・バイオサイエンシズ,CRBU
1054,Cricut  Inc Aクリカット A,CRCT
1055,Cardiff Oncology  Incクラディフ　オンコロジー　インク,CRDF
1056,Cardiol Therapeutics Incカルディオール セラピューティクス,CRDL
1057,Credo Technology Group Holding Ltdクレド テクノロジー グループ,CRDO
1058,Smart Powerr Corpスマート パワー,CREG
1059,Creative Realities Incクリエイティブ リアリティズ,CREX
1060,Freightos Limitedフレイトス,CRGO
1061,Crescent Energy Incクレセント エナジー,CRGY
1062,CRH PLCシー アル エイチ,CRH
1063,Carter’s Incカーターズ,CRI
1064,Curis Incキューリス,CRIS
1065,Comstock Resources Incコムストック リソーシズ,CRK
1066,Crown ElectroKinetics Corpクラウン エレクトロキネティクス,CRKN
1067,Charles River Laboratories International Incチャールズリバーラボラトリーズインターナショナル,CRL
1068,Salesforceセールスフォース,CRM
1069,CorMedix Incコーメディックス,CRMD
1070,America's Car Mart Incアメリカズ カーマート,CRMT
1071,Cerence Inc.セレンス,CRNC
1072,Ceragon Networks Ltdセラゴン ネットワークス,CRNT
1073,Crinetics Pharmaceuticalsクリネティック ファーマシューティカルズ,CRNX
1074,Cronos Incクロノス,CRON
1075,Crocsクロックス,CROX
1076,Carpenter Technology Corporationカーペンター テクノロジー,CRS
1077,CRISPR Therapeutics AG CRISPRセラピューティクス,CRSP
1078,Corsair Gaming Inc コルセア・ゲーミング,CRSR
1079,Cirrus Logicシーラス ロジック,CRUS
1080,CorVel Corpコーベル,CRVL
1081,CervoMed Incセルボメド インク,CRVO
1082,Corvus Pharmaceuticals Incコーバス ファーマシューティカルズ,CRVS
1083,Crowdstrike Holdings Inc Aクラウド ストライク ホールディングス A,CRWD
1084,Crown Craftsクラウン クラフツ,CRWS
1085,Champions Oncology Incチャンピオンズ オンコロジー,CSBR
1086,Cisco Systemsシスコ システムズ,CSCO
1087,CoStar Groupコスター グループ,CSGP
1088,CSG Systems InternationalCSGシステムズ インターナショナル,CSGS
1089,Canadian Solar Incカナディアン ソーラー,CSIQ
1090,Carlisle Companies Incorporatedカーライル,CSL
1091,CSLM Acquisition CorpCSLM アクイジション,CSLM
1092,CSP IncCSP,CSPI
1093,Chicken Soup For The Soul Entertainment Incチキンスープ フォー ザ ソウル エンターテインメント,CSSE
1094,Constellation Acquisition Corp Iコンステレーション アクイジション コーポレーション1,CSTA
1095,Caesarstone Ltd シーザーストーン,CSTE
1096,Castle Biosciences Incキャッスル バイオサイエンシズ,CSTL
1097,Carriage Services Incキャリエージ サービス,CSV
1098,CSW Industrials IncCSWインダストリアルズ,CSWI
1099,CSXCSX,CSX
1100,Cintasシンタス,CTAS
1101,Community Trust Bancorp Incコミュニティー トラスト バンコープ,CTBI
1102,Carmell Therapeutics Corporationカルメル セラピューティクス コーポ,CTCX
1103,Computer Task Group Incコンピューター タスク グループ,CTG
1104,Contango ORE Incコンタンゴ ORE,CTGO
1105,Charles & Colvard  Ltdチャールズ　アンド　コルバード,CTHR
1106,Cytek Biosciences Incサイテック バイオサイエンシズ,CTKB
1107,Cantaloupe Incカンタロープ,CTLP
1108,Catalentキャタレント,CTLT
1109,CytomX Therapeutics Incサイトムエックス セラピューティクス,CTMX
1110,Custom Truck One Source Incカスタム トラック ワン ソース,CTOS
1111,Coterra Energy Incコテラ エナジー,CTRA
1112,Castor Maritime Incキャスター　マリタイム,CTRM
1113,Citi Trends Incシティ トレンズ,CTRN
1114,CTS Corpシーティーエス,CTS
1115,Cognizant Technology Solutions Aコグニザント テクノロジー ソリューションズ A,CTSH
1116,Cytosorbents Corpサイトソーベンツ,CTSO
1117,Innovid Corpイノヴィド コーポ,CTV
1118,Corteva Incコルテバ,CTVA
1119,Citius Pharmaceuticals Incシティアス・ファーマシューティカルズ,CTXR
1120,Customers Bancorp Incカスタマーズ バンコープ,CUBI
1121,Cue Biopharma Incキュー バイオファーマ,CUE
1122,Cuentas Incクエンタス,CUEN
1123,Cullman Bancorp Incカルマン バンコーポ,CULL
1124,Culp Incカルプ,CULP
1125,CuriosityStream Incキュリオシティストリーム,CURI
1126,Curo Group Holdings Corpキュロ グループ ホールディングス,CURO
1127,Torrid Holdings Incトーリッド ホールディングス,CURV
1128,Cutera Incキュテラ,CUTR
1129,CureVac NVキュアバック,CVAC
1130,CVB FinancialCVBファイナンシャル,CVBF
1131,Cavco Industries Incカブコ インダストリーズ,CVCO
1132,Central Valley Community Bancorpセントラル バレー コミュニティー バンコープ,CVCY
1133,Cenovus Energyセノバス エナジー,CVE
1134,Civeo Corpシベオ,CVEO
1135,Commercial Vehicle Group Incコマーシャル ビークル グループ,CVGI
1136,Calavo Growers Incキャラボ グロワーズ,CVGW
1137,CVR Energy IncCVRエナジー,CVI
1138,Churchill Capital Corp7 Aチャーチル キャピタル7 A,CVII
1139,Covenant Logistics Group Incコベナント・ロジスティクス・グループ A,CVLG
1140,Commvault Systemsコムボールト システムズ,CVLT
1141,Codorus Valley Bancorp Incコドラス バレー バンコープ,CVLY
1142,CEL SCI Corpセル サイ,CVM
1143,Carvanaカーヴァナ,CVNA
1144,Chicago Rivet & Machine Coシカゴ リベット&マシン,CVR
1145,CVRx IncCVRx,CVRX
1146,CVS HealthCVS ヘルス,CVS
1147,CPI Aerostructures Incシーピーアイ エアロストラクチャーズ,CVU
1148,CVD Equipment CorporationCVD エクイプメント,CVV
1149,Chevronシェブロン,CVX
1150,Curtiss Wright Corporationカーチス ライト,CW
1151,Clearwater Analytics Holdingsクリアウォーター・アナリティクス,CWAN
1152,Community West Bancsharesコミュニティ ウエスト バンクシェアーズ,CWBC
1153,Cohbar Incコーバー,CWBR
1154,Consolidated Water Co Ltdコンソリデーテッド ウォーター,CWCO
1155,Clearway Energy Inc Cクリアウェイ エナジー C,CWEN
1156,Caming World Holdings Inc Aキャンピング ワールド ホールディングス A,CWH
1157,Cushman And Wakefield PLCクッシュマン & ウェイクフィールド,CWK
1158,Casella Waste Systems Inc Aキャセラ ウェイスト システムズ A,CWST
1159,California Water Service Groupカリフォルニア ウォーター サービス グループ,CWT
1160,CXApp Inc ACXアプリ A,CXAI
1161,Crexendo Incクレシェンド,CXDO
1162,Sprinklr Inc Aスプリンクラー A,CXM
1163,Corecivic Inc コアシビック,CXW
1164,Cyanotech Corpサイアノテック,CYAN
1165,Cybin Incシビン,CYBN
1166,CyberArk Softwareサイバーアーク ソフトウェア,CYBR
1167,Cyclacel Pharmaceuticals Incサイクラセル・ファーマシューティカルズ,CYCC
1168,Cyclerion Therapeutics Incサイクルリオン セラピューティクス,CYCN
1169,China Yuchai International Limitedチャイナ ユチャイ インターナショナル,CYD
1170,Community Health Systemsコミュニティー ヘルス システムズ,CYH
1171,CYNGN Incシングン,CYN
1172,CryoPortクリオポート,CYRX
1173,Cyteir Therapeutics Incサイテー セラピューティックス,CYT
1174,Cyclo Therapeutics  Incサイクロ　セラピューティクス,CYTH
1175,Cytokinetics Incサイトカイネティックス,CYTK
1176,Altamira Therapeutics Ltdアルタミラ セラピューティクス,CYTO
1177,Citizens & Northern Corpシチズンズ アンド ノーザン,CZNC
1178,Cazoo Group Ltdカズー グループ,CZOO
1179,Caesars Entertainment Corporationシーザーズ エンターテインメント,CZR
1180,Citizens Community Bancorp Inc WIシチズンズ コミュニティ バンコープ,CZWI
1181,Dominion Energyドミニオン エナジー,D
1182,Danaos Corporationダナオス,DAC
1183,Data IOデータIO,DAIO
1184,Daktronicsダクトロニクス,DAKT
1185,Delta Air Linesデルタ エアー ラインズ,DAL
1186,DallasNews Corp Aダラスニュース A,DALN
1187,Danaデーナ,DAN
1188,Darling Ingredientsダーリン イングレディエンツ,DAR
1189,Dare Bioscienceデア バイオサイエンス,DARE
1190,DoorDash Inc Aドアダッシュ A,DASH
1191,DatChat Incダットチャット インク,DATS
1192,Dave Incデイブ,DAVE
1193,Day One Biopharmaceuticals Incデイ ワン バイオファーマシューティカルズ,DAWN
1194,Deutsche Bankドイチェ バンク,DB
1195,Digital Brands Group Incデジタル ブラン,DBGI
1196,Designer Brandsデザイナー　ブランズ,DBI
1197,Dropbox Aドロップボックス A,DBX
1198,Docebo Incドースボ　インク,DCBO
1199,Tritium DCFC Limitedトリチウム DCFC,DCFC
1200,DocGo Incドックゴー インク,DCGO
1201,Donaldsonドナルドソン,DCI
1202,Ducommunデュコマン,DCO
1203,Dime Community Bancsharesダイム コミュニティ バンクシェアーズ,DCOM
1204,Deciphera Pharmaceuticals Incデシフィラ ファーマシューティカルズ,DCPH
1205,Decarbonization Plus Acquisition Corp4 Aデカーボニゼーション プラス アクイジ4 A,DCRD
1206,Delcath Systems Incデルキャス・システムズ,DCTH
1207,DuPont de Nemoursデュポン　ド　ヌムール,DD
1208,3D Systemsスリーディー システムズ,DDD
1209,Datadog Inc Aデータドッグ A,DDOG
1210,Dillard’s Inc Aディラーズ A,DDS
1211,Deereディアー,DE
1212,Deckers Outdoorデッカーズ アウトドア,DECK
1213,Dell Technologiesデル テクノロジーズ C,DELL
1214,Denbury Incデンベリー リソーシズ,DEN
1215,Denny'sデニーズ,DENN
1216,Despegar.com Corpデスペガー コム,DESP
1217,Dream Finders Homes  Inc Aドリーム　ファインダーズ　ホームズ A,DFH
1218,Donnelley Financial Solutions Incドネリー フィナンシャル ソリューションズ,DFIN
1219,Dragonfly Energy Holdings Corpドラゴンフライ エナジー ホールディングス,DFLI
1220,Discover Financial Serviceディスカバー ファイナンシャル サービス,DFS
1221,Dollar Generalダラー ジェネラル,DG
1222,Digihost Technology Incディジホスト テクノロジー,DGHI
1223,Donegal Group Inc Aドネガル グループ A,DGICA
1224,Donegal Group Incドネガル グループ,DGICB
1225,Digi International Incディジ インターナショナル,DGII
1226,Digital Allyデジタル アリー,DGLY
1227,Quest Diagnosticsクエスト ダイアグノスティクス,DGX
1228,Definitive Healthディフィニティブ ヘルスケア,DH
1229,Digital Health Acquisition Corpデジタル ヘルス アクイジション,DHAC
1230,DHC Acquisition CorpDHC アクイジション,DHCA
1231,D.R. HortonD.R. ホートン,DHI
1232,Diamond Hill Investment Group Incダイアモンド ヒル インベストメント グループ,DHIL
1233,Danaherダナハー,DHR
1234,DHT Holdings IncDHT ホールディングス,DHT
1235,DHI Group IncDHI グループ,DHX
1236,1stdibscom Inc ファーストディブズ ドットコム,DIBS
1237,Dine Brands Global Incダイン ブランズ グローバル,DIN
1238,HF Sinclair Corpエイチエフ シンクレアー,DINO
1239,Diodes Incダイオーズ,DIOD
1240,The Walt Disneyウォルト ディズニー,DIS
1241,Disruptive Acquisition Corporation Iディスラプティブ アクイジションコーポレーション,DISA
1242,DISH Network ADISH ネットワーク A,DISH
1243,AMCON Distributing Companyアムコン・ディストリビューティング,DIT
1244,Daily Journal Corpデイリー ジャーナル,DJCO
1245,Delek US Holdings IncデレクUSホールディングス,DK
1246,Data Knights Acquisition C-Aデータ　ナイツ　アクイジション　Ａ,DKDCA
1247,DraftKings Inc Aドラフトキングス A,DKNG
1248,Dick's Sporting Goods Aディックス スポーティング グッズ A,DKS
1249,Delta Apparel Incデルタ アパレル,DLA
1250,Dolby Laboratories Aドルビー ラボラトリーズ A,DLB
1251,DLH Holdings CorpＤＬＨホールディング,DLHC
1252,Dlocal Ltd/Uruguayディーローカル,DLO
1253,Dolphin Entertainment  Incドルフィン　エンターテイメント,DLPN
1254,Duluth Holdings Inc Bダルース ホ−ルディングス B,DLTH
1255,Dollar Treeダラー ツリー,DLTR
1256,Deluxe Corpデラックス,DLX
1257,Desktop Metal Inc Aデスクトップ メタル A,DM
1258,DiaMedica Therapeutics Incディアメディカ セラピューティクス,DMAC
1259,Deep Medicine Acquisition Corp Aディープ メディスン アクイジション A,DMAQ
1260,DMK Pharmaceuticals CorpDMK ファーマシューティカルズ,DMK
1261,Digimarc Corporationデジマーク,DMRC
1262,DermTech Incダームテック,DMTK
1263,Ginkgo Bioworks Holdings Inc Aギンコ バイオワークス ホールディングス A,DNA
1264,Social Capital Suvretta Holdings Corp2 Aソーシャル キャピタル スブレッタ2 A,DNAB
1265,Dun & Bradstreet Holdings Incダン アンド ブラッドストリート,DNB
1266,Denali Therapeutics Incデナリ セラピューティクス,DNLI
1267,Danimer Scientific  Incダニマーサイエンティフィック,DNMR
1268,Denison Mines Corpデニソン マインズ,DNN
1269,NOWナウ,DNOW
1270,Dianthus Therapeutics Incダイアンサス セラピューティクス,DNTH
1271,Krispy Kreme Incクリスピークリーム,DNUT
1272,Digitalocean Holdings Inc デジタルオーシャン,DOCN
1273,Doximity Incドクシミティー,DOCS
1274,DocuSignドキュサイン,DOCU
1275,Dole PLCドール,DOLE
1276,Doma Holdings Inc ドーマ ホールディングス,DOMA
1277,Dominari Holdings Incドミナリ ホールディングス,DOMH
1278,Domo Bドーモ B,DOMO
1279,BRP IncBRP インク,DOOO
1280,Masonite International Corporationメイソナイト インターナショナル,DOOR
1281,Dorman Products Incドーマン プロダクツ,DORM
1282,Douglas Elliman Incダグラス エリマン,DOUG
1283,Doverドーバー,DOV
1284,Dow Incダウ,DOW
1285,Amdocs Limitedアムドックス,DOX
1286,DP Cap Acquisition Corp1 ADP キャップ アクイジション コーポ1 A,DPCS
1287,Draganfly Incドラッグアンフライ インク,DPRO
1288,Domino's Pizzaドミノ ピザ,DPZ
1289,Direct Digital Holdings Inc Aダイレクト デジタル ホールディングス A,DRCT
1290,Darden Restaurantsダーデン レストランツ,DRI
1291,DarioHealth Corpダリオ ヘルス,DRIO
1292,Dermata Therapeutics Incデルマタ セラピューティクス,DRMA
1293,Dril Quip Incドリル クイップ,DRQ
1294,Durect Corpデュレクト,DRRX
1295,Alpha Tau Medical Ltd Aアルファ タウ メディカル A,DRTS
1296,Bright Minds Biosciences Incブライト マインズ バイオサイエンシズ,DRUG
1297,Driven Brands Holdings Inc ドライブン　ブランズ,DRVN
1298,Direct Selling Acquisition Corp Aディレクト セリング アクイジション A,DSAQ
1299,Design Therapeutics Incデザイン セラピューティクス,DSGN
1300,Distribution Solutions Group Incディストリビューション　ソリューションズ,DSGR
1301,Descartes Systems Group Incデカルト システムズ グループ,DSGX
1302,Dasekeダースキー,DSKE
1303,Viant Technology Inc Aバイアンテクノロジー A,DSP
1304,DSS IncDSS インク,DSS
1305,Deswell Industries Incデスウェル インダストリーズ,DSWL
1306,Diana Shipping Incダイアナ・シッピング,DSX
1307,Dynatrace Incダイナトレース,DT
1308,Solo Brands Incソロ ブランズ,DTC
1309,DTE EnergyDTE エナジー,DTE
1310,Precision BioSciences Incプレシジョン バイオサイエンシーズ,DTIL
1311,DT Midstream IncDT ミッドストリーム,DTM
1312,Datasea IncDatasea Inc,DTSS
1313,Data Storage Corpデータ ストレー,DTST
1314,DUET Acquisition Corp ADUET アクイジション A,DUET
1315,Duke Energyデューク エナジー,DUK
1316,Dune Acquisition Corporation Aデューン アクイジション A,DUNE
1317,Duolingo Incデュオリンゴ,DUOL
1318,Duos Technologies Group  Incデュオス　テクノロジーズ,DUOT
