,brand_name,ticker_name
489,Booz Allen Hamilton Holding Aブーズ アレン ハミルトン ホールディング A,BAH
490,Ball Corpボール,BALL
491,Bally's Corpバリーズ コープ,BALY
492,Brookfield Asset Management Aブルックフ-ィルド アセットマネジメント A,BAM
493,Banc Of Californiaバンク オブ カリフォルニア,BANC
494,Bandwidth Inc Aバンドウィズ A,BAND
495,BancFirstバンクファースト,BANF
496,Bannerバナー,BANR
497,CrediCorp Ltdクレディコープ,BAP
498,BARK INCバーク インク,BARK
499,Couchbase Inc カウチベース,BASE
500,Battalion Oil Corpバッタリオン　オイル,BATL
501,Baxter Internationalバクスター インターナショナル,BAX
502,Blackberryブラックベリー,BB
503,BigBearai Holdings Incビッグベアーai,BBAI
504,Concrete Pumping Holdings Incコンクリート ポンピング ホールディングス,BBCP
505,Barings BDC Incベアリングス BDC,BBDC
506,Beasley Broadcast Grp Inc -Aビーズリー　ブロードキャスト　グループ　Ａ,BBGI
507,Bridgebio Pharma Incブリッジバイオ ファーマ,BBIO
508,Bone Biologics Corporationボーン バイオロジック コーポレーション,BBLG
509,Barrett Business Services Incバレット ビジネス サービシーズ,BBSI
510,Build A Bear Workshopビルド ア ベア ワークショップ,BBW
511,Bath & Body Works Incバス アンド ボディ ワークス,BBWI
512,Best Buyベスト バイ,BBY
513,Brunswickブランズウィック,BC
514,BioAtla  Incバイオアトラ　インク,BCAB
515,BCB BancorpBCBバンコープ,BCBP
516,Boise Cascadeボイス カスケード,BCC
517,BioCardia Incバイオカーディア,BCDA
518,BCEビーシーイー,BCE
519,Atreca Inc Aアトレカ A,BCEL
520,BrainStorm Cell Therapeuticsブレインストーム セル セラピューティクス,BCLI
521,BayCom Corpベイコム,BCML
522,The Brink'sブリンクス,BCO
523,Brightcove Incブライトコーブ,BCOV
524,1895 Bancorp of Wisconsin Inc1895 バンコーポ オフ ウイスコンチン,BCOW
525,Balchem Corpバルケム,BCPC
526,Biocryst Pharmaceuticalsバイオクリスト ファーマシューティカルズ,BCRX
527,Blockchain Coinvestors Acquisition1 Aブロックチェーン コインベスター1 A,BCSA
528,BriaCell Therapeutics Corpブリアセル セラピューティクス,BCTX
529,Belden Incベルデン,BDC
530,Flanigan's Enterprises Incﾌﾗﾆｶﾞﾝｽﾞ･ｴﾝﾀｰﾌﾟﾗｲｾﾞｽﾞ,BDL
531,Biodesix  Incバイオデシックス　インク,BDSX
532,Black Diamond Therapeutics Incブラック ダイヤモンド セラピューティクス,BDTX
533,Becton Dickinsonベクトン ディッキンソン,BDX
534,Bloom Energy Aブルーム エナジー A,BE
535,Beacon Roofing Supplyビーコン ルーフィング サプライ,BECN
536,Beam Globalビーム　グローバル,BEEM
537,Mobile Infrastructure Corporationモバイル インフラストラクチャー,BEEP
538,Bel Fuse IncAベルヒューズA,BELFA
539,Bel Fuse Inc Bベル フューズ B,BELFB
540,Franklin Resourcesフランクリン リソーシズ,BEN
541,Beneficient Aベネフィシエント A,BENF
542,Brookfield Renewable Corporation Aブルックフィールド　リニューアブル　A,BEPC
543,Berry Global Group Incベリー グローバル グループ,BERY
544,Better Home & Finance Holding Aベターホーム & ファイナンス A,BETR
545,Bit Brother Limitedビット ブラザー,BETS
546,Battery Future Acquisition Corp Aバッテリー フューチャー アクイジション A,BFAC
547,Bright Horizons Family Solutionsブライトホライズンファミリーソリューション,BFAM
548,Bank First Corpバンク ファースト コープ,BFC
549,Bread Financial Holdings Incブレッド フィナンシャル ホールディングス,BFH
550,BurgerFi International Incバーガーファイ インターナショナル,BFI
551,Bankfinancial Corpバンクフィナンシャル,BFIN
552,Butterfly Network Inc バタフライネットワーク,BFLY
553,Biofrontera Incバイオフロンテラ インク,BFRI
554,Business First Bancshares Incビジネス ファースト バンクシェアーズ,BFST
555,BowFlex Incボウフレックス,BFX
556,Bungeブンゲ,BG
557,BGC Group Inc ABGC グループ A,BGC
558,Big 5 Sporting Goods Corpビッグ５スポーティング グッズ,BGFV
559,Birks Group Incバークス グループ,BGI
560,B&G FoodsB&Gフーズ,BGS
561,BGSF IncBGSF,BGSF
562,Biglari Holdings Inc Bビグラリ ホールディングス B,BH
563,Bar Harbor Bankshares Incバー ハーバー バンクシェアーズ,BHB
564,Bausch Healthボシュ ヘルス,BHC
565,Benchmark Electronics Incベンチマーク エレクトロニクス,BHE
566,Brighthouse Financialブライトハウス ファイナンシャル,BHF
567,Bright Health Group Inc ブライト ヘルス グループ,BHG
568,Benson Hill Incベンソン ヒル,BHIL
569,Berkshire Hills Bancorp Incバークシャイアヒルズ バンコープ,BHLB
570,Biohaven Ltdバイオヘブン,BHVN
571,Big Lots Incビッグ ロッツ,BIG
572,BigCommerce Holdings  Incビッグコマース　ホールディングス,BIGC
573,Biogenバイオジェン,BIIB
574,BILL Holdings Incビル ホールディングス,BILL
575,BIMI International Medical IncBIMI インターナショナル メディカル,BIMI
576,Bio-Rad Laboratories Aバイオ ラッド ラボラトリーズ A,BIO
577,Biolase Incバイオレーズ,BIOL
578,Biora Therapeutics Incビオラ　セラピューティクス,BIOR
579,Bioceres Crop Solutions Corp バイオセレス クロップ ソリューションズ,BIOX
580,Brookfield Infrastructure Corporation Aブルックフィールド A,BIPC
581,Allbirds Incオールバーズ,BIRD
582,Bite Acquisition Corpバイト　アクイジション,BITE
583,Bitfarms Ltd/Canadaビットファームズ,BITF
584,BioVie Incバイオヴィ,BIVI
585,BJ's Wholesale Club HoldingsBJ'sホールセールクラブ,BJ
586,Bluejay Diagnostics Incブルージェイ ダイアグノースティスス,BJDX
587,BJ's Restaurants Incビージェーズ レストラン,BJRI
588,Bank of New York Mellonバンク オブ ニューヨーク メロン,BK
589,Brookdale Senior Livingブルックデール シニア リビング,BKD
590,Buckle Incバックル,BKE
591,Black Hills Corporationブラック ヒルズ,BKH
592,Bakkt Holdings IncBakkt ホールディングス,BKKT
593,Booking Holdingsブッキング ホールディングス,BKNG
594,Baker Hughes Aベーカーヒューズ A,BKR
595,BlackSky Technology Inc Aブラックスカイ　テクノロジー A,BKSY
596,BK Technologies CorporationBK テクノロジーズ,BKTI
597,Bankunited Incバンクユナイテッド,BKU
598,BIO-key International Incバイオ キー インターナショナル,BKYI
599,Blacklineブラックライン,BL
600,Blue Bird Corpブルー バード,BLBD
601,Blackboxstocks Incブラックボックスストックス,BLBX
602,Bausch + Lomb Corpボシュロム　コープ,BLCO
603,TopBuild Corpトップビルド,BLD
604,Blade Air Mobility Inc Aブレード エアー モビリティ A,BLDE
605,Ballard Power Systemsバラード パワー システムズ,BLDP
606,Builders FirstSource Incビルダーズ ファーストソース,BLDR
607,bleuacacia ltd Aブルーアカシア A,BLEU
608,Biolife Solutions Incバイオライフ ソリューションズ,BLFS
609,Blue Foundry Bancorpブルー ファウンドリー バンコープ,BLFY
610,Bridgeline Digital Incブリッジライン,BLIN
611,BlackRock Aブラックロック A,BLK
612,Blackbaud Incブラックボー,BLKB
613,Bloomin' Brandsブルーミン ブランズ,BLMN
614,Blend Labs Incブレンド・ラブス,BLND
615,Blink Chargingブリンク チャージング,BLNK
616,Belite Bio Incべライト バイオ インク,BLTE
617,BlueRiver Acquisition Corpブルーリバー アクイジション,BLUA
618,Bluebirdブルーバード バイオ,BLUE
619,Banco Latinoamericano de Comercio Exterior SAバンコラティーノ アメリカーノ デ コメルシオ エクステリオ,BLX
620,Backblaze Incバックブレイズ,BLZE
621,Black Mountain Acquisition Corp Aブラック マウンテン アクイジション A,BMAC
622,Bumble Incバンブル　A,BMBL
623,Biomea Fusion Incバイオメア フュージョン,BMEA
624,Badger Meter Incバッジャー メーター,BMI
625,Bank of Montrealバンク オブ モントリオール,BMO
626,Biomerica Incﾊﾞｲｵﾒﾘｶ,BMRA
627,Bank of Marin Bancorpバンク オブ マリン バンコープ,BMRC
628,BioMarin Pharmaceuticalバイオマリン ファーマシューティカル,BMRN
629,Bryn Mawr Bank Corpブリンマー バンク,BMTC
630,BM Technologies IncBM テクノ,BMTX
631,Bristol-Myers Squibbブリストル マイヤーズ スクイブ,BMY
632,Brookfield Corporationブルックフィールド　コーポレーション,BN
633,Barnes & Noble Education Incバーンズ＆ノーブル エデュケーション,BNED
634,BioＮano Genomics Incバイオナノ ジェノミクス,BNGO
635,Bannix Acquisition Corpバニックス アクイジション,BNIX
636,Bank of Nova Scotiaバンク オブ ノバ スコシア,BNS
637,Benitec Biopharma Incベニティック バイオファーマ,BNTC
638,Boston Omaha Corp Aボストン オマハ A,BOC
639,Blue Ocean Acquisition Corp Aブルー オーシャン アクイジション A,BOCN
640,The Beachbody Company Inc Aビーチボディ A,BODY
641,Bank of Hawaii Corporationバンク オブ ハワイ,BOH
642,BOK FinancialBOK ファイナンシャル,BOKF
643,Bolt Biotherapeutics  Incボルト　バイトセラピューティクス　インク,BOLT
644,Bon Natural Life Ltdボン ナチュラル,BON
645,DMC Global IncDMCグローバル,BOOM
646,Boot Barn Holdings Incブート バーン ホールディングス,BOOT
647,Borr Drilling Limitedボア ドリリング,BORR
648,BOS Better On-Line SolutionsBOS ベター,BOSC
649,Bank of the James Financial Group Incバンク オブ ザ ジェイムス,BOTJ
650,Bowlero Corporationボウレロ,BOWL
651,Box Aボックス A,BOX
652,Boxlight CorporationAボックスライトA,BOXL
653,Blueprint Medicines Corporationブループリント メディスン,BPMC
654,Popular Inc ポプラール,BPOP
655,Princeton Bancorp Incプリンストン バンコープ,BPRN
656,Bio Path Holdings Incバイオパス ホールディングス,BPTH
657,Broadridge Financial Solutionsブロードリッジ フィナンシャル ソリューションズ,BR
658,Broad Capital Acquisition Corporationブロード キャピタル アクイジション,BRAC
659,Bragg Gaming Group Inc.Bragg ゲーミング グループ,BRAG
660,BellRing Brands Incベルリング ブランドズ,BRBR
661,"Blue Ridge Bankshares, Inc.ブルー リッジ バンクシェアーズ",BRBS
662,Brady Corporation Aブレイディー コーポレーション A,BRC
663,SilverBox Engaged Merger Corp Aシルバーボックス エンゲージ マージャ A,BRCC
664,Beard Energy Transition Acquisition Co Aベアード エナジー トランシジョン A,BRD
665,Breeze Holdings Acquisitionブリーズ　ホールディングス　アクイジション,BREZ
666,Barfresh Food Group Incバーフレッシュ フード グループ,BRFH
667,Bridgford Foods Corporationブリッジフォード フーズ,BRID
668,Berkshire Hathaway Bバークシャー ハサウェイ B,BRKB
669,BurTech Acquisition Corp Aバーテック アクイジション A,BRKH
670,Brookline Bancorp Incブルックリン バンコープ,BRKL
671,Brukerブルカー,BRKR
672,Brilliant Earth Group Inc Aブリリアント アース グループ A,BRLT
673,Barnwell Industries Incバンウェル インダストリーズ,BRN
674,Brown & Brownブラウン アンド ブラウン,BRO
675,Brooge Energy Ltdブルージュ エナジー,BROG
676,Dutch Bros Inc Aダッチ ブロス A,BROS
677,BRP Group Inc ABRPグループ A,BRP
678,B Riley Principal 150 Merger Corp AB ライリー プリンシパル 150 マージャー A,BRPM
679,Borqs Technologies Incボルクス テクノ,BRQS
680,Biorestorative Therapies Incバイオレストラティブ セラピーズ インク,BRTX
681,Berryベリー,BRY
682,Braze Incブレイズ,BRZE
683,Bogota Financial Corpボゴタ ファイナンシャル,BSBK
684,Bassett Furniture Industries Incorporatedバセット ファニチャー インダストリーズ,BSET
685,Blue Star Foods Corpブルー スター フーズ,BSFC
686,BioSig Technologies Incバイオシグ テクノロジーズ,BSGM
687,Brightsphere Investment Group Ｉｎｃブライトスフィア インベストメント グループ,BSIG
688,BSQUARE Corporationビースクエア,BSQR
689,Sierra Bancorpシエラ バンコープ,BSRR
690,Bank7 CorpBank7 Corp,BSVN
691,Boston Scientificボストン サイエンティフィック,BSX
692,Bentley Systems  Incorporated Bベントレーシステムズ B,BSY
693,BioXcel Therapeutics Incバイオエクセル セラピューティクス,BTAI
694,BT Brands IncBT ブランズ,BTBD
695,Bit Digital Incビット　デジタル,BTBT
696,BTCSBTCS,BTCS
697,BTC Digital Ltdビーティーシー デジタル,BTCT
698,Biotricity Inc.バイオトリシティ インク,BTCY
699,Bitdeer Technologies Group Aビットディアー テクノロジーズ グループ A,BTDR
700,Baytex Energy Corpベイテックスエナジー,BTE
701,B2Gold CorpB2ゴールド,BTG
702,Biote Corpバイオート,BTMD
703,Bit Origin Ltdビット オリジン,BTOG
704,Better Choice Co Incベター　チョイス　カンパニー,BTTR
705,Better Therapeutics Incベター セラピューティクス インク,BTTX
706,Bridgetown Holdings Limited Aブリッジタウン ホールディングス A,BTWN
707,Burlington Storesバーリントン ストアーズ,BURL
708,Nuburu Incヌブル インク,BURU
709,First Busey Corpファースト ビューシー,BUSE
710,BrightView Holdingsブライトビュー,BV
711,Bluegreen Vacations Holding Corpブルーグリーン バケーションズ,BVH
712,Bioventus Inc Aバイオベンタス　インク A,BVS
713,Babcock & Wilcox Enterprises Incバブコック＆ウィルコックス エンタープラ,BW
714,BorgWarnerボルグワーナー,BWA
715,Blue World Acquisition Corporationブルー ワールド アクイジション,BWAQ
716,Bridgewater Bancshares Incブリッジウォーター バンクシェアーズ,BWB
717,Blue Whale Acquisition Corp1 Aブルー ホエール アクイジション1 A,BWC
718,Broadwindブロードウィンド,BWEN
